sim_id	k_cap_bind	k_start_uorf2	k_elong_stall	k_terminated_ssu_recycle_uorf2	l_scan_capture	uorf2_start	uorf2_stop	uorf3_start	uorf3_stop	orf_start	orf_stop	l_mrna	x_stall	k_scan_term_3_hit_80s	k_scan_term_3_hit_40s	k_scan_term_both_hit_40s_80s	k_scan_term_both_hit_40s_40s	k_scan_term_both_hit_80s_40s	k_scan_term_both_hit_80s_80s
259	0.0625	0.5	5.0	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
260	0.0625	0.5	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
261	0.0625	0.5	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
262	0.0625	0.5	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
263	0.0625	0.5	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
264	0.0625	5.0	0.001	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
265	0.0625	5.0	0.001	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
266	0.0625	5.0	0.001	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
267	0.0625	5.0	0.001	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
268	0.0625	5.0	0.001	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
269	0.0625	5.0	0.001	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
270	0.0625	5.0	0.001	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
271	0.0625	5.0	0.001	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
272	0.0625	5.0	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
273	0.0625	5.0	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
274	0.0625	5.0	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
275	0.0625	5.0	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
276	0.0625	5.0	5.0	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
277	0.0625	5.0	5.0	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
278	0.0625	5.0	5.0	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
279	0.0625	5.0	5.0	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
280	0.0625	5.0	5.0	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
281	0.0625	5.0	5.0	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
282	0.0625	5.0	5.0	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
283	0.0625	5.0	5.0	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
284	0.0625	5.0	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
285	0.0625	5.0	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
286	0.0625	5.0	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
287	0.0625	5.0	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
288	0.125	0.5	0.001	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
289	0.125	0.5	0.001	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
290	0.125	0.5	0.001	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
291	0.125	0.5	0.001	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
292	0.125	0.5	0.001	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
293	0.125	0.5	0.001	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
294	0.125	0.5	0.001	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
295	0.125	0.5	0.001	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
296	0.125	0.5	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
297	0.125	0.5	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
298	0.125	0.5	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
299	0.125	0.5	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
300	0.125	0.5	5.0	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
301	0.125	0.5	5.0	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
302	0.125	0.5	5.0	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
303	0.125	0.5	5.0	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
304	0.125	0.5	5.0	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
305	0.125	0.5	5.0	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
306	0.125	0.5	5.0	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
307	0.125	0.5	5.0	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
308	0.125	0.5	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
309	0.125	0.5	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
310	0.125	0.5	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
311	0.125	0.5	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
312	0.125	5.0	0.001	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
313	0.125	5.0	0.001	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
314	0.125	5.0	0.001	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
315	0.125	5.0	0.001	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
316	0.125	5.0	0.001	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
317	0.125	5.0	0.001	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
318	0.125	5.0	0.001	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
319	0.125	5.0	0.001	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
320	0.125	5.0	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
321	0.125	5.0	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
322	0.125	5.0	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
323	0.125	5.0	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
324	0.125	5.0	5.0	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
325	0.125	5.0	5.0	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
326	0.125	5.0	5.0	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
327	0.125	5.0	5.0	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
328	0.125	5.0	5.0	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
329	0.125	5.0	5.0	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
330	0.125	5.0	5.0	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
331	0.125	5.0	5.0	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
332	0.125	5.0	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
333	0.125	5.0	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
334	0.125	5.0	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
335	0.125	5.0	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
336	0.125	0.5	0.001	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
337	0.125	0.5	0.001	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
338	0.125	0.5	0.001	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
339	0.125	0.5	0.001	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
340	0.125	0.5	0.001	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
341	0.125	0.5	0.001	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
342	0.125	0.5	0.001	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
343	0.125	0.5	0.001	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
344	0.125	0.5	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
345	0.125	0.5	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
346	0.125	0.5	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
347	0.125	0.5	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
348	0.125	0.5	5.0	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
349	0.125	0.5	5.0	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
350	0.125	0.5	5.0	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
351	0.125	0.5	5.0	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
352	0.125	0.5	5.0	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
353	0.125	0.5	5.0	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
354	0.125	0.5	5.0	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
355	0.125	0.5	5.0	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
356	0.125	0.5	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
357	0.125	0.5	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
358	0.125	0.5	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
359	0.125	0.5	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
360	0.125	5.0	0.001	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
361	0.125	5.0	0.001	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
362	0.125	5.0	0.001	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
363	0.125	5.0	0.001	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
364	0.125	5.0	0.001	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
365	0.125	5.0	0.001	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
366	0.125	5.0	0.001	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
367	0.125	5.0	0.001	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
368	0.125	5.0	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
369	0.125	5.0	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
370	0.125	5.0	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
371	0.125	5.0	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
372	0.125	5.0	5.0	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
373	0.125	5.0	5.0	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
374	0.125	5.0	5.0	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
375	0.125	5.0	5.0	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
376	0.125	5.0	5.0	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
377	0.125	5.0	5.0	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
378	0.125	5.0	5.0	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
379	0.125	5.0	5.0	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
380	0.125	5.0	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
381	0.125	5.0	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
382	0.125	5.0	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
383	0.125	5.0	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
384	0.25	0.5	0.001	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
385	0.25	0.5	0.001	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
386	0.25	0.5	0.001	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
387	0.25	0.5	0.001	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
388	0.25	0.5	0.001	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
389	0.25	0.5	0.001	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
390	0.25	0.5	0.001	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
391	0.25	0.5	0.001	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
392	0.25	0.5	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
393	0.25	0.5	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
394	0.25	0.5	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
395	0.25	0.5	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
396	0.25	0.5	5.0	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
397	0.25	0.5	5.0	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
398	0.25	0.5	5.0	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
399	0.25	0.5	5.0	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
400	0.25	0.5	5.0	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
401	0.25	0.5	5.0	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
402	0.25	0.5	5.0	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
403	0.25	0.5	5.0	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
404	0.25	0.5	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
405	0.25	0.5	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
406	0.25	0.5	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
407	0.25	0.5	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
408	0.25	5.0	0.001	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
409	0.25	5.0	0.001	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
410	0.25	5.0	0.001	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
411	0.25	5.0	0.001	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
412	0.25	5.0	0.001	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
413	0.25	5.0	0.001	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
414	0.25	5.0	0.001	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
415	0.25	5.0	0.001	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
416	0.25	5.0	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
417	0.25	5.0	0.001	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
418	0.25	5.0	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
419	0.25	5.0	0.001	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
420	0.25	5.0	5.0	45.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
421	0.25	5.0	5.0	45.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
422	0.25	5.0	5.0	45.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
423	0.25	5.0	5.0	45.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
424	0.25	5.0	5.0	5.0	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
425	0.25	5.0	5.0	5.0	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
426	0.25	5.0	5.0	5.0	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
427	0.25	5.0	5.0	5.0	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
428	0.25	5.0	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	0	0	0	0	0	0
429	0.25	5.0	5.0	0.5555555555555555	0	25	88	94	103	229	274	277	85	2	2	2	2	2	2
430	0.25	5.0	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	0	0	0	0	0	0
431	0.25	5.0	5.0	0.5555555555555555	3	25	88	94	103	229	274	277	85	2	2	2	2	2	2
432	0.25	0.5	0.001	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
433	0.25	0.5	0.001	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
434	0.25	0.5	0.001	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
435	0.25	0.5	0.001	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
436	0.25	0.5	0.001	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
437	0.25	0.5	0.001	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
438	0.25	0.5	0.001	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
439	0.25	0.5	0.001	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
440	0.25	0.5	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
441	0.25	0.5	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
442	0.25	0.5	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
443	0.25	0.5	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
444	0.25	0.5	5.0	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
445	0.25	0.5	5.0	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
446	0.25	0.5	5.0	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
447	0.25	0.5	5.0	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
448	0.25	0.5	5.0	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
449	0.25	0.5	5.0	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
450	0.25	0.5	5.0	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
451	0.25	0.5	5.0	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
452	0.25	0.5	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
453	0.25	0.5	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
454	0.25	0.5	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
455	0.25	0.5	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
456	0.25	5.0	0.001	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
457	0.25	5.0	0.001	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
458	0.25	5.0	0.001	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
459	0.25	5.0	0.001	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
460	0.25	5.0	0.001	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
461	0.25	5.0	0.001	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
462	0.25	5.0	0.001	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
463	0.25	5.0	0.001	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
464	0.25	5.0	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
465	0.25	5.0	0.001	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
466	0.25	5.0	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
467	0.25	5.0	0.001	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
468	0.25	5.0	5.0	45.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
469	0.25	5.0	5.0	45.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
470	0.25	5.0	5.0	45.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
471	0.25	5.0	5.0	45.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
472	0.25	5.0	5.0	5.0	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
473	0.25	5.0	5.0	5.0	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
474	0.25	5.0	5.0	5.0	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
475	0.25	5.0	5.0	5.0	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
476	0.25	5.0	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	0	0	0	0	0	0
477	0.25	5.0	5.0	0.5555555555555555	0	25	91	97	106	232	277	280	88	2	2	2	2	2	2
478	0.25	5.0	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	0	0	0	0	0	0
479	0.25	5.0	5.0	0.5555555555555555	3	25	91	97	106	232	277	280	88	2	2	2	2	2	2
