sim_id	k_cap_bind	k_start_uorf2	k_scan	k_elong	k_elong_stall	k_terminated_ssu_recycle_uorf2	uorf2_start	uorf2_stop	uorf3_start	uorf3_stop	orf_start	orf_stop	l_mrna	x_stall	k_scan_term_5_hit_80s	k_scan_term_both_hit_80s_40s	k_scan_term_both_hit_80s_80s
303	0.03125	20.0	2	5	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
304	0.03125	20.0	5	2	0.001	2	25	91	97	106	232	277	280	88	2	2	2
305	0.03125	20.0	5	2	0.001	2	25	91	97	106	232	277	280	88	200	200	200
306	0.03125	20.0	5	2	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
307	0.03125	20.0	5	2	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
308	0.03125	20.0	5	2	2.0	2	25	91	97	106	232	277	280	88	2	2	2
309	0.03125	20.0	5	2	2.0	2	25	91	97	106	232	277	280	88	200	200	200
310	0.03125	20.0	5	2	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
311	0.03125	20.0	5	2	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
312	0.03125	20.0	5	5	0.001	2	25	91	97	106	232	277	280	88	2	2	2
313	0.03125	20.0	5	5	0.001	2	25	91	97	106	232	277	280	88	200	200	200
314	0.03125	20.0	5	5	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
315	0.03125	20.0	5	5	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
316	0.03125	20.0	5	5	2.0	2	25	91	97	106	232	277	280	88	2	2	2
317	0.03125	20.0	5	5	2.0	2	25	91	97	106	232	277	280	88	200	200	200
318	0.03125	20.0	5	5	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
319	0.03125	20.0	5	5	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
320	0.03125	0.1	2	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
321	0.03125	0.1	2	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
322	0.03125	0.1	2	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
323	0.03125	0.1	2	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
324	0.03125	0.1	2	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
325	0.03125	0.1	2	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
326	0.03125	0.1	2	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
327	0.03125	0.1	2	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
328	0.03125	0.1	2	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
329	0.03125	0.1	2	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
330	0.03125	0.1	2	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
331	0.03125	0.1	2	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
332	0.03125	0.1	2	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
333	0.03125	0.1	2	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
334	0.03125	0.1	2	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
335	0.03125	0.1	2	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
336	0.03125	0.1	5	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
337	0.03125	0.1	5	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
338	0.03125	0.1	5	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
339	0.03125	0.1	5	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
340	0.03125	0.1	5	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
341	0.03125	0.1	5	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
342	0.03125	0.1	5	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
343	0.03125	0.1	5	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
344	0.03125	0.1	5	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
345	0.03125	0.1	5	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
346	0.03125	0.1	5	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
347	0.03125	0.1	5	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
348	0.03125	0.1	5	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
349	0.03125	0.1	5	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
350	0.03125	0.1	5	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
351	0.03125	0.1	5	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
352	0.03125	20.0	2	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
353	0.03125	20.0	2	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
354	0.03125	20.0	2	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
355	0.03125	20.0	2	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
356	0.03125	20.0	2	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
357	0.03125	20.0	2	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
358	0.03125	20.0	2	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
359	0.03125	20.0	2	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
360	0.03125	20.0	2	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
361	0.03125	20.0	2	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
362	0.03125	20.0	2	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
363	0.03125	20.0	2	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
364	0.03125	20.0	2	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
365	0.03125	20.0	2	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
366	0.03125	20.0	2	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
367	0.03125	20.0	2	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
368	0.03125	20.0	5	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
369	0.03125	20.0	5	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
370	0.03125	20.0	5	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
371	0.03125	20.0	5	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
372	0.03125	20.0	5	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
373	0.03125	20.0	5	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
374	0.03125	20.0	5	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
375	0.03125	20.0	5	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
376	0.03125	20.0	5	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
377	0.03125	20.0	5	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
378	0.03125	20.0	5	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
379	0.03125	20.0	5	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
380	0.03125	20.0	5	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
381	0.03125	20.0	5	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
382	0.03125	20.0	5	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
383	0.03125	20.0	5	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
384	0.0625	0.1	2	2	0.001	2	25	88	94	103	229	274	277	85	2	2	2
385	0.0625	0.1	2	2	0.001	2	25	88	94	103	229	274	277	85	200	200	200
386	0.0625	0.1	2	2	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
387	0.0625	0.1	2	2	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
388	0.0625	0.1	2	2	2.0	2	25	88	94	103	229	274	277	85	2	2	2
389	0.0625	0.1	2	2	2.0	2	25	88	94	103	229	274	277	85	200	200	200
390	0.0625	0.1	2	2	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
391	0.0625	0.1	2	2	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
392	0.0625	0.1	2	5	0.001	2	25	88	94	103	229	274	277	85	2	2	2
393	0.0625	0.1	2	5	0.001	2	25	88	94	103	229	274	277	85	200	200	200
394	0.0625	0.1	2	5	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
395	0.0625	0.1	2	5	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
396	0.0625	0.1	2	5	2.0	2	25	88	94	103	229	274	277	85	2	2	2
397	0.0625	0.1	2	5	2.0	2	25	88	94	103	229	274	277	85	200	200	200
398	0.0625	0.1	2	5	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
399	0.0625	0.1	2	5	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
400	0.0625	0.1	5	2	0.001	2	25	88	94	103	229	274	277	85	2	2	2
401	0.0625	0.1	5	2	0.001	2	25	88	94	103	229	274	277	85	200	200	200
402	0.0625	0.1	5	2	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
403	0.0625	0.1	5	2	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
404	0.0625	0.1	5	2	2.0	2	25	88	94	103	229	274	277	85	2	2	2
405	0.0625	0.1	5	2	2.0	2	25	88	94	103	229	274	277	85	200	200	200
406	0.0625	0.1	5	2	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
407	0.0625	0.1	5	2	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
408	0.0625	0.1	5	5	0.001	2	25	88	94	103	229	274	277	85	2	2	2
409	0.0625	0.1	5	5	0.001	2	25	88	94	103	229	274	277	85	200	200	200
410	0.0625	0.1	5	5	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
411	0.0625	0.1	5	5	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
412	0.0625	0.1	5	5	2.0	2	25	88	94	103	229	274	277	85	2	2	2
413	0.0625	0.1	5	5	2.0	2	25	88	94	103	229	274	277	85	200	200	200
414	0.0625	0.1	5	5	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
415	0.0625	0.1	5	5	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
416	0.0625	20.0	2	2	0.001	2	25	88	94	103	229	274	277	85	2	2	2
417	0.0625	20.0	2	2	0.001	2	25	88	94	103	229	274	277	85	200	200	200
418	0.0625	20.0	2	2	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
419	0.0625	20.0	2	2	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
420	0.0625	20.0	2	2	2.0	2	25	88	94	103	229	274	277	85	2	2	2
421	0.0625	20.0	2	2	2.0	2	25	88	94	103	229	274	277	85	200	200	200
422	0.0625	20.0	2	2	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
423	0.0625	20.0	2	2	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
424	0.0625	20.0	2	5	0.001	2	25	88	94	103	229	274	277	85	2	2	2
425	0.0625	20.0	2	5	0.001	2	25	88	94	103	229	274	277	85	200	200	200
426	0.0625	20.0	2	5	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
427	0.0625	20.0	2	5	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
428	0.0625	20.0	2	5	2.0	2	25	88	94	103	229	274	277	85	2	2	2
429	0.0625	20.0	2	5	2.0	2	25	88	94	103	229	274	277	85	200	200	200
430	0.0625	20.0	2	5	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
431	0.0625	20.0	2	5	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
432	0.0625	20.0	5	2	0.001	2	25	88	94	103	229	274	277	85	2	2	2
433	0.0625	20.0	5	2	0.001	2	25	88	94	103	229	274	277	85	200	200	200
434	0.0625	20.0	5	2	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
435	0.0625	20.0	5	2	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
436	0.0625	20.0	5	2	2.0	2	25	88	94	103	229	274	277	85	2	2	2
437	0.0625	20.0	5	2	2.0	2	25	88	94	103	229	274	277	85	200	200	200
438	0.0625	20.0	5	2	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
439	0.0625	20.0	5	2	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
440	0.0625	20.0	5	5	0.001	2	25	88	94	103	229	274	277	85	2	2	2
441	0.0625	20.0	5	5	0.001	2	25	88	94	103	229	274	277	85	200	200	200
442	0.0625	20.0	5	5	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
443	0.0625	20.0	5	5	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
444	0.0625	20.0	5	5	2.0	2	25	88	94	103	229	274	277	85	2	2	2
445	0.0625	20.0	5	5	2.0	2	25	88	94	103	229	274	277	85	200	200	200
446	0.0625	20.0	5	5	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
447	0.0625	20.0	5	5	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
448	0.0625	0.1	2	2	0.001	2	25	91	97	106	232	277	280	88	2	2	2
449	0.0625	0.1	2	2	0.001	2	25	91	97	106	232	277	280	88	200	200	200
450	0.0625	0.1	2	2	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
451	0.0625	0.1	2	2	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
452	0.0625	0.1	2	2	2.0	2	25	91	97	106	232	277	280	88	2	2	2
453	0.0625	0.1	2	2	2.0	2	25	91	97	106	232	277	280	88	200	200	200
454	0.0625	0.1	2	2	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
455	0.0625	0.1	2	2	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
456	0.0625	0.1	2	5	0.001	2	25	91	97	106	232	277	280	88	2	2	2
457	0.0625	0.1	2	5	0.001	2	25	91	97	106	232	277	280	88	200	200	200
458	0.0625	0.1	2	5	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
459	0.0625	0.1	2	5	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
460	0.0625	0.1	2	5	2.0	2	25	91	97	106	232	277	280	88	2	2	2
461	0.0625	0.1	2	5	2.0	2	25	91	97	106	232	277	280	88	200	200	200
462	0.0625	0.1	2	5	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
463	0.0625	0.1	2	5	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
464	0.0625	0.1	5	2	0.001	2	25	91	97	106	232	277	280	88	2	2	2
465	0.0625	0.1	5	2	0.001	2	25	91	97	106	232	277	280	88	200	200	200
466	0.0625	0.1	5	2	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
467	0.0625	0.1	5	2	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
468	0.0625	0.1	5	2	2.0	2	25	91	97	106	232	277	280	88	2	2	2
469	0.0625	0.1	5	2	2.0	2	25	91	97	106	232	277	280	88	200	200	200
470	0.0625	0.1	5	2	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
471	0.0625	0.1	5	2	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
472	0.0625	0.1	5	5	0.001	2	25	91	97	106	232	277	280	88	2	2	2
473	0.0625	0.1	5	5	0.001	2	25	91	97	106	232	277	280	88	200	200	200
474	0.0625	0.1	5	5	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
475	0.0625	0.1	5	5	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
476	0.0625	0.1	5	5	2.0	2	25	91	97	106	232	277	280	88	2	2	2
477	0.0625	0.1	5	5	2.0	2	25	91	97	106	232	277	280	88	200	200	200
478	0.0625	0.1	5	5	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
479	0.0625	0.1	5	5	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
480	0.0625	20.0	2	2	0.001	2	25	91	97	106	232	277	280	88	2	2	2
481	0.0625	20.0	2	2	0.001	2	25	91	97	106	232	277	280	88	200	200	200
482	0.0625	20.0	2	2	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
483	0.0625	20.0	2	2	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
484	0.0625	20.0	2	2	2.0	2	25	91	97	106	232	277	280	88	2	2	2
485	0.0625	20.0	2	2	2.0	2	25	91	97	106	232	277	280	88	200	200	200
486	0.0625	20.0	2	2	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
487	0.0625	20.0	2	2	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
488	0.0625	20.0	2	5	0.001	2	25	91	97	106	232	277	280	88	2	2	2
489	0.0625	20.0	2	5	0.001	2	25	91	97	106	232	277	280	88	200	200	200
490	0.0625	20.0	2	5	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
491	0.0625	20.0	2	5	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
492	0.0625	20.0	2	5	2.0	2	25	91	97	106	232	277	280	88	2	2	2
493	0.0625	20.0	2	5	2.0	2	25	91	97	106	232	277	280	88	200	200	200
494	0.0625	20.0	2	5	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
495	0.0625	20.0	2	5	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
496	0.0625	20.0	5	2	0.001	2	25	91	97	106	232	277	280	88	2	2	2
497	0.0625	20.0	5	2	0.001	2	25	91	97	106	232	277	280	88	200	200	200
498	0.0625	20.0	5	2	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
499	0.0625	20.0	5	2	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
500	0.0625	20.0	5	2	2.0	2	25	91	97	106	232	277	280	88	2	2	2
501	0.0625	20.0	5	2	2.0	2	25	91	97	106	232	277	280	88	200	200	200
502	0.0625	20.0	5	2	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
503	0.0625	20.0	5	2	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
504	0.0625	20.0	5	5	0.001	2	25	91	97	106	232	277	280	88	2	2	2
505	0.0625	20.0	5	5	0.001	2	25	91	97	106	232	277	280	88	200	200	200
506	0.0625	20.0	5	5	0.001	2495	25	91	97	106	232	277	280	88	2	2	2
507	0.0625	20.0	5	5	0.001	2495	25	91	97	106	232	277	280	88	200	200	200
508	0.0625	20.0	5	5	2.0	2	25	91	97	106	232	277	280	88	2	2	2
509	0.0625	20.0	5	5	2.0	2	25	91	97	106	232	277	280	88	200	200	200
510	0.0625	20.0	5	5	2.0	2495	25	91	97	106	232	277	280	88	2	2	2
511	0.0625	20.0	5	5	2.0	2495	25	91	97	106	232	277	280	88	200	200	200
512	0.0625	0.1	2	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
513	0.0625	0.1	2	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
514	0.0625	0.1	2	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
515	0.0625	0.1	2	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
516	0.0625	0.1	2	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
517	0.0625	0.1	2	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
518	0.0625	0.1	2	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
519	0.0625	0.1	2	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
520	0.0625	0.1	2	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
521	0.0625	0.1	2	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
522	0.0625	0.1	2	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
523	0.0625	0.1	2	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
524	0.0625	0.1	2	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
525	0.0625	0.1	2	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
526	0.0625	0.1	2	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
527	0.0625	0.1	2	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
528	0.0625	0.1	5	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
529	0.0625	0.1	5	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
530	0.0625	0.1	5	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
531	0.0625	0.1	5	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
532	0.0625	0.1	5	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
533	0.0625	0.1	5	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
534	0.0625	0.1	5	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
535	0.0625	0.1	5	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
536	0.0625	0.1	5	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
537	0.0625	0.1	5	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
538	0.0625	0.1	5	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
539	0.0625	0.1	5	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
540	0.0625	0.1	5	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
541	0.0625	0.1	5	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
542	0.0625	0.1	5	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
543	0.0625	0.1	5	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
544	0.0625	20.0	2	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
545	0.0625	20.0	2	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
546	0.0625	20.0	2	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
547	0.0625	20.0	2	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
548	0.0625	20.0	2	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
549	0.0625	20.0	2	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
550	0.0625	20.0	2	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
551	0.0625	20.0	2	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
552	0.0625	20.0	2	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
553	0.0625	20.0	2	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
554	0.0625	20.0	2	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
555	0.0625	20.0	2	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
556	0.0625	20.0	2	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
557	0.0625	20.0	2	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
558	0.0625	20.0	2	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
559	0.0625	20.0	2	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
560	0.0625	20.0	5	2	0.001	2	25	325	331	340	466	511	514	322	2	2	2
561	0.0625	20.0	5	2	0.001	2	25	325	331	340	466	511	514	322	200	200	200
562	0.0625	20.0	5	2	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
563	0.0625	20.0	5	2	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
564	0.0625	20.0	5	2	2.0	2	25	325	331	340	466	511	514	322	2	2	2
565	0.0625	20.0	5	2	2.0	2	25	325	331	340	466	511	514	322	200	200	200
566	0.0625	20.0	5	2	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
567	0.0625	20.0	5	2	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
568	0.0625	20.0	5	5	0.001	2	25	325	331	340	466	511	514	322	2	2	2
569	0.0625	20.0	5	5	0.001	2	25	325	331	340	466	511	514	322	200	200	200
570	0.0625	20.0	5	5	0.001	2495	25	325	331	340	466	511	514	322	2	2	2
571	0.0625	20.0	5	5	0.001	2495	25	325	331	340	466	511	514	322	200	200	200
572	0.0625	20.0	5	5	2.0	2	25	325	331	340	466	511	514	322	2	2	2
573	0.0625	20.0	5	5	2.0	2	25	325	331	340	466	511	514	322	200	200	200
574	0.0625	20.0	5	5	2.0	2495	25	325	331	340	466	511	514	322	2	2	2
575	0.0625	20.0	5	5	2.0	2495	25	325	331	340	466	511	514	322	200	200	200
576	0.125	0.1	2	2	0.001	2	25	88	94	103	229	274	277	85	2	2	2
577	0.125	0.1	2	2	0.001	2	25	88	94	103	229	274	277	85	200	200	200
578	0.125	0.1	2	2	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
579	0.125	0.1	2	2	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
580	0.125	0.1	2	2	2.0	2	25	88	94	103	229	274	277	85	2	2	2
581	0.125	0.1	2	2	2.0	2	25	88	94	103	229	274	277	85	200	200	200
582	0.125	0.1	2	2	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
583	0.125	0.1	2	2	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
584	0.125	0.1	2	5	0.001	2	25	88	94	103	229	274	277	85	2	2	2
585	0.125	0.1	2	5	0.001	2	25	88	94	103	229	274	277	85	200	200	200
586	0.125	0.1	2	5	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
587	0.125	0.1	2	5	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
588	0.125	0.1	2	5	2.0	2	25	88	94	103	229	274	277	85	2	2	2
589	0.125	0.1	2	5	2.0	2	25	88	94	103	229	274	277	85	200	200	200
590	0.125	0.1	2	5	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
591	0.125	0.1	2	5	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
592	0.125	0.1	5	2	0.001	2	25	88	94	103	229	274	277	85	2	2	2
593	0.125	0.1	5	2	0.001	2	25	88	94	103	229	274	277	85	200	200	200
594	0.125	0.1	5	2	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
595	0.125	0.1	5	2	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
596	0.125	0.1	5	2	2.0	2	25	88	94	103	229	274	277	85	2	2	2
597	0.125	0.1	5	2	2.0	2	25	88	94	103	229	274	277	85	200	200	200
598	0.125	0.1	5	2	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
599	0.125	0.1	5	2	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
600	0.125	0.1	5	5	0.001	2	25	88	94	103	229	274	277	85	2	2	2
601	0.125	0.1	5	5	0.001	2	25	88	94	103	229	274	277	85	200	200	200
602	0.125	0.1	5	5	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
603	0.125	0.1	5	5	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
604	0.125	0.1	5	5	2.0	2	25	88	94	103	229	274	277	85	2	2	2
605	0.125	0.1	5	5	2.0	2	25	88	94	103	229	274	277	85	200	200	200
606	0.125	0.1	5	5	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
607	0.125	0.1	5	5	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
608	0.125	20.0	2	2	0.001	2	25	88	94	103	229	274	277	85	2	2	2
609	0.125	20.0	2	2	0.001	2	25	88	94	103	229	274	277	85	200	200	200
610	0.125	20.0	2	2	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
611	0.125	20.0	2	2	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
612	0.125	20.0	2	2	2.0	2	25	88	94	103	229	274	277	85	2	2	2
613	0.125	20.0	2	2	2.0	2	25	88	94	103	229	274	277	85	200	200	200
614	0.125	20.0	2	2	2.0	2495	25	88	94	103	229	274	277	85	2	2	2
615	0.125	20.0	2	2	2.0	2495	25	88	94	103	229	274	277	85	200	200	200
616	0.125	20.0	2	5	0.001	2	25	88	94	103	229	274	277	85	2	2	2
617	0.125	20.0	2	5	0.001	2	25	88	94	103	229	274	277	85	200	200	200
618	0.125	20.0	2	5	0.001	2495	25	88	94	103	229	274	277	85	2	2	2
619	0.125	20.0	2	5	0.001	2495	25	88	94	103	229	274	277	85	200	200	200
620	0.125	20.0	2	5	2.0	2	25	88	94	103	229	274	277	85	2	2	2
621	0.125	20.0	2	5	2.0	2	25	88	94	103	229	274	277	85	200	200	200
