sim_id	k_cap_bind	k_start_uorf2	k_elong_stall	k_terminated_ssu_recycle_uorf2	uorf2_start	uorf2_stop	uorf3_start	uorf3_stop	orf_start	orf_stop	l_mrna	x_stall	k_scan_term_5_hit_80s	k_scan_term_both_hit_80s_40s	k_scan_term_both_hit_80s_80s
343	0.25	0.0	0.001	5.0	25	358	364	373	499	544	547	355	2	2	2
344	0.25	0.0	0.001	1.6666666666666667	25	358	364	373	499	544	547	355	2	2	2
345	0.25	0.0	5.0	15.0	25	358	364	373	499	544	547	355	2	2	2
346	0.25	0.0	5.0	5.0	25	358	364	373	499	544	547	355	2	2	2
347	0.25	0.0	5.0	1.6666666666666667	25	358	364	373	499	544	547	355	2	2	2
348	0.25	0.1	0.001	15.0	25	358	364	373	499	544	547	355	2	2	2
349	0.25	0.1	0.001	5.0	25	358	364	373	499	544	547	355	2	2	2
350	0.25	0.1	0.001	1.6666666666666667	25	358	364	373	499	544	547	355	2	2	2
351	0.25	0.1	5.0	15.0	25	358	364	373	499	544	547	355	2	2	2
352	0.25	0.1	5.0	5.0	25	358	364	373	499	544	547	355	2	2	2
353	0.25	0.1	5.0	1.6666666666666667	25	358	364	373	499	544	547	355	2	2	2
354	0.25	20.0	0.001	15.0	25	358	364	373	499	544	547	355	2	2	2
355	0.25	20.0	0.001	5.0	25	358	364	373	499	544	547	355	2	2	2
356	0.25	20.0	0.001	1.6666666666666667	25	358	364	373	499	544	547	355	2	2	2
357	0.25	20.0	5.0	15.0	25	358	364	373	499	544	547	355	2	2	2
358	0.25	20.0	5.0	5.0	25	358	364	373	499	544	547	355	2	2	2
359	0.25	20.0	5.0	1.6666666666666667	25	358	364	373	499	544	547	355	2	2	2
